sdtname,dtname,stname,number_of_cell_towers
Jalalabad,Firozpur,PUNJAB,12
Jalalabad,Shahjahanpur,UTTAR PRADESH,4
Jalalgarh,Purnia,BIHAR,2
Jalalpore,Navsari,GUJARAT,189
Jalalpur,Ambedkar Nagar,UTTAR PRADESH,14
Jalandhar - I,Jalandhar,PUNJAB,1005
Jalandhar - II,Jalandhar,PUNJAB,171
Jalangi,Murshidabad,WEST BENGAL,10
Jalaun,Jalaun,UTTAR PRADESH,10
Jaleswar,Baleshwar,ODISHA,18
Jalgaon,Jalgaon,MAHARASHTRA,462
Jalna,Jalna,MAHARASHTRA,289
Jalor,Jalor,RAJASTHAN,20
Jalpaiguri,Jalpaiguri,WEST BENGAL,141
Jalumuru,Srikakulam,ANDHRA PRADESH,12
Jama,Dumka,JHARKHAND,2
Jamai,Chhindwara,MADHYA PRADESH,3
Jamalpur,Munger,BIHAR,35
Jamalpur,Purba Bardhaman,WEST BENGAL,49
Jamboni,Jhargram,WEST BENGAL,19
Jambughoda,Panch Mahals,GUJARAT,4
Jambusar,Bharuch,GUJARAT,24
Jami,Vizianagaram,ANDHRA PRADESH,7
Jamiri,West Kameng,ARUNACHAL PRADESH,1
Jamjodhpur,Jamnagar,GUJARAT,17
Jamkandorna,Rajkot,GUJARAT,1
Jamkhandi,Bagalkote,KARNATAKA,62
Jamkhed,Ahmadnagar,MAHARASHTRA,47
Jammalamadugu,Y.S.R.,ANDHRA PRADESH,29
Jammikunta,Karimnagar,TELANGANA,40
Jammu,Jammu,JAMMU & KASHMIR,785
Jamnagar,Jamnagar,GUJARAT,446
Jamner,Jalgaon,MAHARASHTRA,43
Jamtara,Jamtara,JHARKHAND,24
Jamui,Jamui,BIHAR,9
Jamuria,Paschim Bardhaman,WEST BENGAL,42
Jamwa Ramgarh,Jaipur,RAJASTHAN,36
Janakavarampanguluru,Prakasam,ANDHRA PRADESH,13
Jandaha,Vaishali,BIHAR,10
Jangaon,Jangoan,TELANGANA,102
Jangareddigudem,West Godavari,ANDHRA PRADESH,37
Jangipara,Hugli,WEST BENGAL,8
Janjgir,Janjgir - Champa,CHATTISGARH,35
Jankia,Khordha,ODISHA,13
Jannaram,Adilabad,TELANGANA,6
Jansath,Muzaffarnagar,UTTAR PRADESH,57
Jaoli,Satara,MAHARASHTRA,49
Jaora,Ratlam,MADHYA PRADESH,82
Jaridih,Bokaro,JHARKHAND,4
Jarmundi,Dumka,JHARKHAND,2
Jasdan,Rajkot,GUJARAT,41
Jashpur,Jashpur,CHATTISGARH,8
Jaspur,Udham Singh Nagar,UTTARAKHAND,199
Jaswan,Kangra,HIMACHAL PRADESH,2
Jaswantnagar,Etawah,UTTAR PRADESH,68
Jat,Sangli,MAHARASHTRA,6
Jatani,Khordha,ODISHA,74
Jaunpur,Jaunpur,UTTAR PRADESH,150
Jawa,Rewa,MADHYA PRADESH,1
Jawad,Neemuch,MADHYA PRADESH,8
Jawalamukhi,Kangra,HIMACHAL PRADESH,7
Jawali,Kangra,HIMACHAL PRADESH,9
Jawar,Sehore,MADHYA PRADESH,59
Jawhar,Palghar,MAHARASHTRA,16
Jayal,Nagaur,RAJASTHAN,2
Jaynagar - I,South Twenty Four Parganas,WEST BENGAL,43
Jaynagar - II,South Twenty Four Parganas,WEST BENGAL,3
Jaypur,Bankura,WEST BENGAL,13
Jeelugu Milli,West Godavari,ANDHRA PRADESH,1
Jehanabad,Jehanabad,BIHAR,35
Jenapur,Jajapur,ODISHA,9
Jetpur,Rajkot,GUJARAT,244
Jetpur Pavi,Chota Udaipur,GUJARAT,9
Jevargi,Kalaburagi,KARNATAKA,15
Jewar,Gautam Buddha Nagar,UTTAR PRADESH,211
Jeypore,Koraput,ODISHA,58
Jhabua,Jhabua,MADHYA PRADESH,13
Jhagadia,Bharuch,GUJARAT,20
Jhajha,Jamui,BIHAR,9
Jhajjar,Jhajjar,HARYANA,274
Jhalda - I,Puruliya,WEST BENGAL,2
Jhalda - II,Puruliya,WEST BENGAL,6
Jhalod,Dohad,GUJARAT,8
Jhalrapatan,Jhalawar,RAJASTHAN,70
Jhanduta,Bilaspur,HIMACHAL PRADESH,26
Jhanjharpur,Madhubani,BIHAR,13
Jhansi,Jhansi,UTTAR PRADESH,591
Jharasangam,Medak,TELANGANA,1
Jhargram,Jhargram,WEST BENGAL,78
Jharia-Cum-Jorapokhar-Cum-Sin*,Dhanbad,JHARKHAND,173
Jharsuguda,Jharsuguda,ODISHA,81
Jhunjhunun,Jhunjhunun,RAJASTHAN,119
Jind,Jind,HARYANA,186
Jinnaram,Medak,TELANGANA,105
Jintur,Parbhani,MAHARASHTRA,26
Jiran,Neemuch,MADHYA PRADESH,5
Jirania,West Tripura,TRIPURA,13
Jiwati,Chandrapur,MAHARASHTRA,2
Jobat,Alirajpur,MADHYA PRADESH,1
Joda,Kendujhar,ODISHA,10
Jodhpur,Jodhpur,RAJASTHAN,1438
Jodiya,Jamnagar,GUJARAT,18
Jogindarnagar,Mandi,HIMACHAL PRADESH,27
Jokihat,Araria,BIHAR,2
Jonai,Dhemaji,ASSAM,3
Jorebunglow Sukiapokhri,Darjiling,WEST BENGAL,61
Jorhat East,Jorhat,ASSAM,35
Jorhat West,Jorhat,ASSAM,181
Joshimath,Chamoli,UTTARAKHAND,10
Joura,Morena,MADHYA PRADESH,4
Jubbal,Shimla,HIMACHAL PRADESH,9
Jujomura,Sambalpur,ODISHA,1
Jukkal,Nizamabad,TELANGANA,1
Julana,Jind,HARYANA,49
Junagadh,Junagadh,GUJARAT,238
Junagarh,Kalahandi,ODISHA,3
Junga,Shimla,HIMACHAL PRADESH,1
Junnar,Pune,MAHARASHTRA,179
Jupadu Bungalow,Kurnool,ANDHRA PRADESH,14
K.V.B.Puram,Chittoor,ANDHRA PRADESH,4
KABISURYANAGAR,Ganjam,ODISHA,2
KHALIKOTE,Ganjam,ODISHA,13
KHARIAR,Nuapada,ODISHA,17
KITPI CIRCLE,Tawang,ARUNACHAL PRADESH,7
Kadaladi,Ramanathapuram,TAMILNADU,34
Kadam,Lakhimpur,ASSAM,6
Kadana,Mahisagar,GUJARAT,3
Kadapa,Y.S.R.,ANDHRA PRADESH,289
Kaddam (Peddur),Adilabad,TELANGANA,1
Kadegaon,Sangli,MAHARASHTRA,14
Kadi,Mahesana,GUJARAT,127
Kadiam,East Godavari,ANDHRA PRADESH,49
Kadipur,Sultanpur,UTTAR PRADESH,3
Kadiri,Anantapur,ANDHRA PRADESH,64
Kadur,Chikkamagaluru,KARNATAKA,124
Kadwa,Katihar,BIHAR,1
Kagal,Kolhapur,MAHARASHTRA,81
Kagaznagar,Kumuram Bheem Asifabad,TELANGANA,30
Kahara,Saharsa,BIHAR,32
Kaij,Bid,MAHARASHTRA,1
Kaikalur,Krishna,ANDHRA PRADESH,44
Kailaras,Morena,MADHYA PRADESH,1
Kaimganj,Farrukhabad,UTTAR PRADESH,5
Kairana,Shamli,UTTAR PRADESH,37
Kaithal,Kaithal,HARYANA,83
Kajuluru,East Godavari,ANDHRA PRADESH,2
Kakatpur,Puri,ODISHA,1
Kakching,Kakching,MANIPUR,8
Kakdwip,South Twenty Four Parganas,WEST BENGAL,69
Kakinada (Rural),East Godavari,ANDHRA PRADESH,187
Kakinada (Urban),East Godavari,ANDHRA PRADESH,278
Kakumanu,Guntur,ANDHRA PRADESH,8
Kaladhungi,Nainital,UTTARAKHAND,31
Kalaigaon (Pt),Udalguri,ASSAM,1
Kalakada,Chittoor,ANDHRA PRADESH,15
Kalamb,Osmanabad,MAHARASHTRA,5
Kalamb,Yavatmal,MAHARASHTRA,2
Kalameshwar,Nagpur,MAHARASHTRA,48
Kalamnuri,Hingoli,MAHARASHTRA,5
Kalapipal,Shajapur,MADHYA PRADESH,13
Kalasapadu,Y.S.R.,ANDHRA PRADESH,3
Kalavad,Jamnagar,GUJARAT,1
Kalchini,Alipurduar,WEST BENGAL,33
Kaler,Arwal,BIHAR,3
Kalgachia,Barpeta,ASSAM,2
Kalghatgi,Dharwad,KARNATAKA,60
Kaliabor,Nagaon,ASSAM,16
Kaliachak - I,Maldah,WEST BENGAL,27
Kaliachak - II,Maldah,WEST BENGAL,3
Kaliachak - III,Maldah,WEST BENGAL,17
Kaliaganj,Uttar Dinajpur,WEST BENGAL,13
Kalidindi,Krishna,ANDHRA PRADESH,22
Kaliganj,Nadia,WEST BENGAL,9
Kaligiri,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,2
Kalikiri,Chittoor,ANDHRA PRADESH,8
Kalimpong - II,Kalimpong,WEST BENGAL,17
Kalimpong -I,Kalimpong,WEST BENGAL,137
Kalinganagar,Jajapur,ODISHA,20
Kalka,Panchkula,HARYANA,230
Kalkaji,South East,DELHI,2093
Kalkulam,Kanniyakumari,TAMILNADU,298
Kalla,West Godavari,ANDHRA PRADESH,40
Kallakkurichi,Viluppuram,TAMILNADU,343
Kallur,Khammam,TELANGANA,8
Kallur,Kurnool,ANDHRA PRADESH,128
Kalna - I,Purba Bardhaman,WEST BENGAL,24
Kalna - II,Purba Bardhaman,WEST BENGAL,24
Kalol,Gandhinagar,GUJARAT,273
Kalol,Panch Mahals,GUJARAT,45
Kalpa,Kinnaur,HIMACHAL PRADESH,8
Kalpi,Jalaun,UTTAR PRADESH,11
Kalsi,Dehradun,UTTARAKHAND,9
Kaluahi,Madhubani,BIHAR,2
Kaluvoya,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,10
Kalwakurthy,Mahbubnagar,TELANGANA,9
Kalwan,Nashik,MAHARASHTRA,15
Kalyan,Thane,MAHARASHTRA,2060
Kalyandurg,Anantapur,ANDHRA PRADESH,22
Kalyanpur,Devbhumi Dwarka,GUJARAT,30
Kalyanpur,Samastipur,BIHAR,9
Kamakshyanagar,Dhenkanal,ODISHA,7
Kamalapur,WARANGAL URBAN,TELANGANA,13
Kamalapuram,Y.S.R.,ANDHRA PRADESH,47
Kamalpur,Kamrup,ASSAM,17
Kaman,Bharatpur,RAJASTHAN,7
Kamanpur,Peddapalli,TELANGANA,27
Kamareddy,Nizamabad,TELANGANA,140
Kamavarapukota,West Godavari,ANDHRA PRADESH,22
Kambadur,Anantapur,ANDHRA PRADESH,1
Kambhamvaripalle,Chittoor,ANDHRA PRADESH,17
Kamepalle,Khammam,TELANGANA,24
Kammarpalle,Nizamabad,TELANGANA,1
Kamptee,Nagpur,MAHARASHTRA,124
Kampur,Nagaon,ASSAM,11
Kamrej,Surat,GUJARAT,333
Kamuthi,Ramanathapuram,TAMILNADU,6
Kanaganapalle,Anantapur,ANDHRA PRADESH,6
Kanakapura,Ramanagara,KARNATAKA,299
Kanayannur,Ernakulam,KERALA,4329
Kancheepuram,Kancheepuram,TAMILNADU,685
Kanchikacherla,Krishna,ANDHRA PRADESH,73
Kanchili,Srikakulam,ANDHRA PRADESH,25
Kanda,Bageshwar,UTTARAKHAND,4
Kandaghat,Solan,HIMACHAL PRADESH,60
Kandarpur,Cuttack,ODISHA,12
Kandhar,Nanded,MAHARASHTRA,1
Kandi,Garhwa,JHARKHAND,2
Kandi,Murshidabad,WEST BENGAL,10
Kandukur,Prakasam,ANDHRA PRADESH,37
Kandukur,Ranga Reddy,TELANGANA,20
Kanekal,Anantapur,ANDHRA PRADESH,4
Kangan,Ganderbal,JAMMU & KASHMIR,6
Kangeyam,Tiruppur,TAMILNADU,207
Kangra,Kangra,HIMACHAL PRADESH,105
Kanigiri,Prakasam,ANDHRA PRADESH,20
Kaniha,Anugul,ODISHA,1
Kanjirappally,Kottayam,KERALA,414
Kankadahad,Dhenkanal,ODISHA,7
Kankavli,Sindhudurg,MAHARASHTRA,96
Kanke,Ranchi,JHARKHAND,1002
Kanker,Uttar Bastar Kanker,CHATTISGARH,38
Kankipadu,Krishna,ANDHRA PRADESH,61
Kankrej,Banas Kantha,GUJARAT,13
Kanksa,Paschim Bardhaman,WEST BENGAL,169
Kannad,Aurangabad,MAHARASHTRA,17
Kannauj,Kannauj,UTTAR PRADESH,29
Kannod,Dewas,MADHYA PRADESH,4
Kannur,Kannur,KERALA,882
Kanpur,Kanpur Nagar,UTTAR PRADESH,2318
Kantabanji,Balangir,ODISHA,4
Kanth,Moradabad,UTTAR PRADESH,13
Kanti,Muzaffarpur,BIHAR,28
Kapadvanj,Kheda,GUJARAT,20
Kapasan,Chittaurgarh,RAJASTHAN,9
Kapileswarapuram,East Godavari,ANDHRA PRADESH,4
Kapkot,Bageshwar,UTTARAKHAND,3
Kaprada,Valsad,GUJARAT,58
Kapurthala,Kapurthala,PUNJAB,146
Karad,Satara,MAHARASHTRA,526
Karaikal Taluk,Karaikal,PUDUCHERRY,110
Karaikkudi,Sivaganga,TAMILNADU,272
Karakat,Rohtas,BIHAR,1
Karamchedu,Prakasam,ANDHRA PRADESH,4
Karandighi,Uttar Dinajpur,WEST BENGAL,24
Karanja,Wardha,MAHARASHTRA,3
Karanja,Washim,MAHARASHTRA,29
Karanjia,Mayurbhanj,ODISHA,10
Karapa,East Godavari,ANDHRA PRADESH,16
Karauli,Karauli,RAJASTHAN,4
Karchhana,Prayagraj,UTTAR PRADESH,196
Kareli,Narsimhapur,MADHYA PRADESH,30
Karempudi,Guntur,ANDHRA PRADESH,11
Karera,Shivpuri,MADHYA PRADESH,11
Karhal,Mainpuri,UTTAR PRADESH,6
Kariapatti,Virudhunagar,TAMILNADU,46
Karimganj,Karimganj,ASSAM,5
Karimnagar,Karimnagar,TELANGANA,380
Karimpur - I,Nadia,WEST BENGAL,13
Karimpur - II,Nadia,WEST BENGAL,9
Karjan,Vadodara,GUJARAT,255
Karjat,Ahmadnagar,MAHARASHTRA,7
Karjat,Raigarh,MAHARASHTRA,197
Karkal,Udupi,KARNATAKA,144
Karlapalem,Guntur,ANDHRA PRADESH,3
Karma Tanr Vidyasagar*,Jamtara,JHARKHAND,2
Karmala,Solapur,MAHARASHTRA,64
Karnah,Kupwara,JAMMU & KASHMIR,1
Karnal,Karnal,HARYANA,821
Karnaprayag,Chamoli,UTTARAKHAND,4
Karol Bagh,Central,DELHI,514
Karon,Deoghar,JHARKHAND,3
Karpi,Arwal,BIHAR,8
Karra,Khunti,JHARKHAND,3
Karsog,Mandi,HIMACHAL PRADESH,13
Kartala,Korba,CHATTISGARH,5
Karthikappally,Alappuzha,KERALA,463
Karunagappally,Kollam,KERALA,435
Karur,Karur,TAMILNADU,400
Karvetinagar,Chittoor,ANDHRA PRADESH,11
Karvir,Kolhapur,MAHARASHTRA,1002
Karwar,Uttara Kannada,KARNATAKA,93
Karwi,Chitrakoot,UTTAR PRADESH,14
Kasaragod,Kasaragod,KERALA,332
Kasauli,Solan,HIMACHAL PRADESH,140
Kasba,Purnia,BIHAR,15
Kasdol,Baloda Bazar,CHATTISGARH,9
Kasganj,Kanshiram Nagar,UTTAR PRADESH,9
Kashipur,Puruliya,WEST BENGAL,28
Kasimkota,Visakhapatnam,ANDHRA PRADESH,44
Kasrawad,West Nimar,MADHYA PRADESH,20
Kasya,Kushinagar,UTTAR PRADESH,39
Katamdag,Hazaribagh,JHARKHAND,2
Kataram,Karimnagar,TELANGANA,1
Katarbaga,Sambalpur,ODISHA,2
Katghora,Korba,CHATTISGARH,64
Kathlal,Kheda,GUJARAT,15
Kathlapur,Jagitial,TELANGANA,11
Kathua,Kathua,JAMMU & KASHMIR,42
Kathumar,Alwar,RAJASTHAN,8
Katigora,Cachar,ASSAM,131
Katihar,Katihar,BIHAR,91
Katkamsandi,Hazaribagh,JHARKHAND,4
Katlichara,Bongaigaon,ASSAM,54
Katol,Nagpur,MAHARASHTRA,47
Katoria,Banka,BIHAR,8
Katpadi,Vellore,TAMILNADU,471
Katrenikona,East Godavari,ANDHRA PRADESH,7
Kattangoor,Nalgonda,TELANGANA,39
Kattumannarkoil,Cuddalore,TAMILNADU,54
Katwa - I,Purba Bardhaman,WEST BENGAL,36
Katwa - II,Purba Bardhaman,WEST BENGAL,7
Kavali,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,144
Kavathemahankal,Sangli,MAHARASHTRA,9
Kaviti,Srikakulam,ANDHRA PRADESH,11
Kawakol,Nawada,BIHAR,1
Kawardha,Kabeerdham,CHATTISGARH,50
Keesara,Rangareddy,TELANGANA,635
Keirao Bitra,Imphal East,MANIPUR,1
Kekri,Ajmer,RAJASTHAN,14
Kelapur,Yavatmal,MAHARASHTRA,42
Kendrapara,Kendrapara,ODISHA,15
Kendrapara Sadar,Kendrapara,ODISHA,11
Kendujhar Sadar,Kendujhar,ODISHA,8
Kendujhar Town,Kendujhar,ODISHA,58
Keolari,Seoni,MADHYA PRADESH,2
Kerakat,Jaunpur,UTTAR PRADESH,21
Kerameri,Kumuram Bheem Asifabad,TELANGANA,2
Keredari,Hazaribagh,JHARKHAND,5
Kesamudram,Warangal,TELANGANA,19
Kesaria,Purba Champaran,BIHAR,7
Keshampet,Ranga Reddy,TELANGANA,5
Keshiary,Medinipur West,WEST BENGAL,3
Keshod,Junagadh,GUJARAT,55
Keshoraipatan,Bundi,RAJASTHAN,31
Kesinga,Kalahandi,ODISHA,7
Kethe Palle,Nalgonda,TELANGANA,45
Ketugram - I,Purba Bardhaman,WEST BENGAL,12
Ketugram - II,Purba Bardhaman,WEST BENGAL,2
Khacharod,Ujjain,MADHYA PRADESH,16
Khadganva,Koriya,CHATTISGARH,10
Khadur Sahib,Tarn Taran,PUNJAB,17
Khaga,Fatehpur,UTTAR PRADESH,37
Khagaria,Khagaria,BIHAR,23
Khair,Aligarh,UTTAR PRADESH,102
Khaira,Jamui,BIHAR,4
Khairagarh,Rajnandgaon,CHATTISGARH,7
Khairatabad,Hyderabad,TELANGANA,2099
Khajipet,Y.S.R.,ANDHRA PRADESH,43
Khajni,Gorakhpur,UTTAR PRADESH,5
Khajuripada,Kandhamal,ODISHA,1
Khajuwala,Bikaner,RAJASTHAN,2
Khalapur,Raigarh,MAHARASHTRA,697
Khalilabad,Sant Kabir Nagar,UTTAR PRADESH,97
Khalwa,East Nimar,MADHYA PRADESH,4
Khamanon,Fatehgarh Sahib,PUNJAB,33
Khambha,Amreli,GUJARAT,22
Khambhalia,Devbhumi Dwarka,GUJARAT,54
Khambhat,Anand,GUJARAT,32
Khamgaon,Buldana,MAHARASHTRA,46
Khammam (Rural),Khammam,TELANGANA,69
Khammam (Urban),Khammam,TELANGANA,389
Khanakul - I,Hugli,WEST BENGAL,1
Khanapur,Adilabad,TELANGANA,3
Khanapur,Belagavi,KARNATAKA,66
Khanapur,Sangli,MAHARASHTRA,36
Khanapur,Warangal,TELANGANA,1
Khandaghosh,Purba Bardhaman,WEST BENGAL,10
Khandagiri,Khordha,ODISHA,32
Khandala,Satara,MAHARASHTRA,311
Khandapada,Nayagarh,ODISHA,2
Khandwa,East Nimar,MADHYA PRADESH,86
Khanna,Ludhiana,PUNJAB,208
Khanpur,Jhalawar,RAJASTHAN,4
Khanpur,Mahisagar,GUJARAT,5
Khanpur,Samastipur,BIHAR,1
Khansahib,Badgam,JAMMU & KASHMIR,7
Kharagpur,Munger,BIHAR,1
Kharagpur - I,Medinipur West,WEST BENGAL,367
Kharagpur - II,Medinipur West,WEST BENGAL,67
Kharar,Sahibzada Ajit Singh Nagar,PUNJAB,483
Khargapur,Tikamgarh,MADHYA PRADESH,1
Khargone,West Nimar,MADHYA PRADESH,19
Khargram,Murshidabad,WEST BENGAL,11
Kharibari,Darjiling,WEST BENGAL,16
Kharik,Bhagalpur,BIHAR,2
Kharkhoda,Sonipat,HARYANA,60
Kharkutta,North Garo Hills,MEGHALAYA,1
Kharsawan,Saraikela-Kharsawan,JHARKHAND,1
Kharsia,Raigarh,CHATTISGARH,52
Khatarshnong Laitkroh,East Khasi Hills,MEGHALAYA,5
Khatauli,Muzaffarnagar,UTTAR PRADESH,140
Khatav,Satara,MAHARASHTRA,22
Khategaon,Dewas,MADHYA PRADESH,8
Khatima,Udham Singh Nagar,UTTARAKHAND,98
Khatra,Bankura,WEST BENGAL,7
Khawzawl,Champhai,MIZORAM,3
Khed,Pune,MAHARASHTRA,750
Khed,Ratnagiri,MAHARASHTRA,89
Kheda,Kheda,GUJARAT,35
Khedbrahma,Sabar Kantha,GUJARAT,15
Kheenvsar,Nagaur,RAJASTHAN,15
Khejuri - I,Purba Medinipur,WEST BENGAL,24
Khejuri - II,Purba Medinipur,WEST BENGAL,9
Khekada,Baghpat,UTTAR PRADESH,9
Kheragarh,Agra,UTTAR PRADESH,41
Kheralu,Mahesana,GUJARAT,11
Kherwara,Udaipur,RAJASTHAN,19
Khetri,Jhunjhunun,RAJASTHAN,12
Khirkiya,Harda,MADHYA PRADESH,7
Khizirsarai,Gaya,BIHAR,1
Khliehriat,East Jaintia Hills,MEGHALAYA,7
Khonsa,Tirap,ARUNACHAL PRADESH,1
Khordha,Khordha,ODISHA,35
Khordha Sadar,Khordha,ODISHA,12
Khowai,Khowai,TRIPURA,2
Khoyrasol,Birbhum,WEST BENGAL,18
Khuldabad,Aurangabad,MAHARASHTRA,32
Khumtai,Golaghat,ASSAM,6
Khundian,Kangra,HIMACHAL PRADESH,1
Khunta,Mayurbhanj,ODISHA,2
Khunti,Khunti,JHARKHAND,30
Khuntpani,Pashchimi Singhbhum,JHARKHAND,1
Khuntuni,Cuttack,ODISHA,4
Khurai,Sagar,MADHYA PRADESH,25
Khurja,Bulandshahr,UTTAR PRADESH,138
Khusrupur,Patna,BIHAR,13
Kichha,Udham Singh Nagar,UTTARAKHAND,382
Kilvelur,Nagapattinam,TAMILNADU,39
Kinjirkela,Sundargarh,ODISHA,5
Kinwat,Nanded,MAHARASHTRA,11
Kiraoli,Agra,UTTAR PRADESH,163
Kirlampudi,East Godavari,ANDHRA PRADESH,9
Kirnapur,Balaghat,MADHYA PRADESH,1
Kishanganj,Kishanganj,BIHAR,50
Kishanganj,Madhepura,BIHAR,16
Kishangarh,Ajmer,RAJASTHAN,248
Kishangarh Bas,Alwar,RAJASTHAN,56
Kishannagar,Cuttack,ODISHA,10
Kishanpur,Supaul,BIHAR,1
Kishorenagar,Anugul,ODISHA,2
Kishtwar,Kishtwar,JAMMU & KASHMIR,38
Kochadhamin,Kishanganj,BIHAR,2
Kochas,Rohtas,BIHAR,8
Kochi,Ernakulam,KERALA,574
Kochinda,Sambalpur,ODISHA,1
Kodad,Nalgonda,TELANGANA,122
Kodaikanal,Dindigul,TAMILNADU,205
Kodakandla,Warangal,TELANGANA,2
Kodangal,Mahbubnagar,TELANGANA,7
Kodarma,Kodarma,JHARKHAND,37
Kodavalur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,35
Kodavasal,Thiruvarur,TAMILNADU,34
Kodimial,Jagitial,TELANGANA,12
Kodinar,Gir Somnath,GUJARAT,33
Kodinga,Nabarangapur,ODISHA,1
Kodumur,Kurnool,ANDHRA PRADESH,12
Kodungallur,Thrissur,KERALA,401
Kodur,Y.S.R.,ANDHRA PRADESH,52
Koduru,Krishna,ANDHRA PRADESH,1
Koheda,Karimnagar,TELANGANA,41
Kohima Sadar,Kohima,NAGALAND,71
Kohir,Medak,TELANGANA,13
Koida,Sundargarh,ODISHA,8
Koil,Aligarh,UTTAR PRADESH,731
Koilkuntla,Kurnool,ANDHRA PRADESH,5
Koilwar,Bhojpur,BIHAR,15
Kokrajhar (Pt),Chirang,ASSAM,1
Kokrajhar (Pt),Kokrajhar,ASSAM,18
Kolaghat,Purba Medinipur,WEST BENGAL,100
Kolar,Kolar,KARNATAKA,228
Kolaras,Shivpuri,MADHYA PRADESH,5
Kolayat,Bikaner,RAJASTHAN,12
Koliana,Mayurbhanj,ODISHA,4
Kolimigundla,Kurnool,ANDHRA PRADESH,9
Kolkata,South Twenty Four Parganas,WEST BENGAL,7742
Kollam,Kollam,KERALA,864
Kollapur,Mahbubnagar,TELANGANA,3
Kollegal,Chamarajanagara,KARNATAKA,82
Kollipara,Guntur,ANDHRA PRADESH,1
Kollur,Guntur,ANDHRA PRADESH,9
Komarolu,Prakasam,ANDHRA PRADESH,10
Konakanamitla,Prakasam,ANDHRA PRADESH,1
Konaraopeta,Rajanna Sircilla,TELANGANA,1
Konark,Puri,ODISHA,4
Konch,Jalaun,UTTAR PRADESH,6
Kondagaon,Kondagaon,CHATTISGARH,12
Kondapak,Medak,TELANGANA,52
Kondapi,Prakasam,ANDHRA PRADESH,4
Kondapur,Medak,TELANGANA,20
Kondapuram,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Kondapuram,Y.S.R.,ANDHRA PRADESH,2
Kondurg,Ranga Reddy,TELANGANA,4
Konijerla,Khammam,TELANGANA,19
Konta,Sukma,CHATTISGARH,3
Kopargaon,Ahmadnagar,MAHARASHTRA,104
Koppa,Chikkamagaluru,KARNATAKA,19
Koppal,Koppal,KARNATAKA,148
Korai,Jajapur,ODISHA,6
Koraon,Prayagraj,UTTAR PRADESH,1
Koraput,Koraput,ODISHA,1
Koraput Town,Koraput,ODISHA,28
Koratagere,Tumakuru,KARNATAKA,28
Koratla,Jagitial,TELANGANA,13
Korba,Korba,CHATTISGARH,120
Korchi,Gadchiroli,MAHARASHTRA,3
Koregaon,Satara,MAHARASHTRA,57
Korha,Katihar,BIHAR,14
Korisapadu,Prakasam,ANDHRA PRADESH,57
Korpana,Chandrapur,MAHARASHTRA,6
Korukonda,East Godavari,ANDHRA PRADESH,6
Kosagumuda,Nabarangapur,ODISHA,2
Kosgi,Narayanpet,TELANGANA,3
Kosigi,Kurnool,ANDHRA PRADESH,6
Kosli,Rewari,HARYANA,60
Kosya Kutauli,Nainital,UTTARAKHAND,40
Kota,Bilaspur,CHATTISGARH,9
Kota,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,9
Kotabommali,Srikakulam,ANDHRA PRADESH,20
Kotagiri,The Nilgiris,TAMILNADU,70
Kotauratla,Visakhapatnam,ANDHRA PRADESH,1
Kotda Sangani,Rajkot,GUJARAT,10
Kotdwara,Garhwal,UTTARAKHAND,142
Kotgiri,Nizamabad,TELANGANA,14
Kotha Patnam,Prakasam,ANDHRA PRADESH,3
Kothacheruvu,Anantapur,ANDHRA PRADESH,10
Kothagudem,Bhadradri Kothagudem,TELANGANA,92
Kothakota,Mahbubnagar,TELANGANA,66
Kothamangalam,Ernakulam,KERALA,321
Kothapalle,East Godavari,ANDHRA PRADESH,11
Kothapeta,East Godavari,ANDHRA PRADESH,18
Kothavalasa,Vizianagaram,ANDHRA PRADESH,28
Kothur,Ranga Reddy,TELANGANA,89
Kotkasim,Alwar,RAJASTHAN,20
Kotkhai,Shimla,HIMACHAL PRADESH,2
Kotma,Anuppur,MADHYA PRADESH,14
Kotpad,Koraput,ODISHA,3
Kotputli,Jaipur,RAJASTHAN,235
Kotra,Udaipur,RAJASTHAN,2
Kottarakkara,Kollam,KERALA,274
Kottayam,Kottayam,KERALA,1628
Kotulpur,Bankura,WEST BENGAL,11
Kotwali,CENTRAL,DELHI,345
Kovilpatti,Thoothukkudi,TAMILNADU,269
Kovur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,54
Kovvur,West Godavari,ANDHRA PRADESH,47
Kowdipalle,Medak,TELANGANA,15
Kowthalam,Kurnool,ANDHRA PRADESH,4
Koya,Kamrup,ASSAM,19
Koyyalagudem,West Godavari,ANDHRA PRADESH,20
Koyyuru,Visakhapatnam,ANDHRA PRADESH,3
Kozhenchery,Pathanamthitta,KERALA,571
Kozhikode,Kozhikode,KERALA,2242
Krishangarh,Solan,HIMACHAL PRADESH,32
Krishnagar - I,Nadia,WEST BENGAL,116
Krishnagar - II,Nadia,WEST BENGAL,20
Krishnagiri,Krishnagiri,TAMILNADU,453
Krishnagiri,Kurnool,ANDHRA PRADESH,2
Krishnarajanagara,Mysuru,KARNATAKA,69
Krishnarajpet,Mandya,KARNATAKA,38
