sdtname,dtname,stname,number_of_cell_towers
Karjat,Raigarh,MAHARASHTRA,41
Karkal,Udupi,KARNATAKA,136
Karlapalem,Guntur,ANDHRA PRADESH,3
Karma Tanr Vidyasagar*,Jamtara,JHARKHAND,2
Karmala,Solapur,MAHARASHTRA,9
Karnah,Kupwara,JAMMU & KASHMIR,1
Karnal,Karnal,HARYANA,274
Karnaprayag,Chamoli,UTTARAKHAND,3
Karol Bagh,Central,DELHI,255
Karon,Deoghar,JHARKHAND,3
Karpi,Arwal,BIHAR,8
Karra,Khunti,JHARKHAND,3
Karsog,Mandi,HIMACHAL PRADESH,1
Kartala,Korba,CHATTISGARH,1
Karthikappally,Alappuzha,KERALA,14
Karunagappally,Kollam,KERALA,11
Karur,Karur,TAMILNADU,154
Karvetinagar,Chittoor,ANDHRA PRADESH,11
Karvir,Kolhapur,MAHARASHTRA,244
Karwar,Uttara Kannada,KARNATAKA,51
Karwi,Chitrakoot,UTTAR PRADESH,9
Kasaragod,Kasaragod,KERALA,22
Kasauli,Solan,HIMACHAL PRADESH,82
Kasba,Purnia,BIHAR,15
Kasdol,Baloda Bazar,CHATTISGARH,4
Kasganj,Kanshiram Nagar,UTTAR PRADESH,4
Kashipur,Puruliya,WEST BENGAL,23
Kasimkota,Visakhapatnam,ANDHRA PRADESH,26
Kasrawad,West Nimar,MADHYA PRADESH,3
Kasya,Kushinagar,UTTAR PRADESH,2
Katamdag,Hazaribagh,JHARKHAND,1
Katghora,Korba,CHATTISGARH,8
Kathlal,Kheda,GUJARAT,3
Kathlapur,Jagitial,TELANGANA,9
Kathua,Kathua,JAMMU & KASHMIR,11
Kathumar,Alwar,RAJASTHAN,8
Katigora,Cachar,ASSAM,86
Katihar,Katihar,BIHAR,80
Katkamsandi,Hazaribagh,JHARKHAND,4
Katlichara,Bongaigaon,ASSAM,22
Katol,Nagpur,MAHARASHTRA,7
Katoria,Banka,BIHAR,8
Katpadi,Vellore,TAMILNADU,240
Katrenikona,East Godavari,ANDHRA PRADESH,1
Kattangoor,Nalgonda,TELANGANA,21
Kattumannarkoil,Cuddalore,TAMILNADU,40
Katwa - I,Purba Bardhaman,WEST BENGAL,10
Katwa - II,Purba Bardhaman,WEST BENGAL,5
Kavali,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,70
Kaviti,Srikakulam,ANDHRA PRADESH,6
Kawakol,Nawada,BIHAR,1
Kawardha,Kabeerdham,CHATTISGARH,34
Keesara,Rangareddy,TELANGANA,336
Keirao Bitra,Imphal East,MANIPUR,1
Kekri,Ajmer,RAJASTHAN,13
Kelapur,Yavatmal,MAHARASHTRA,3
Kendrapara,Kendrapara,ODISHA,8
Kendrapara Sadar,Kendrapara,ODISHA,3
Kendujhar Sadar,Kendujhar,ODISHA,3
Kendujhar Town,Kendujhar,ODISHA,10
Keolari,Seoni,MADHYA PRADESH,2
Kerakat,Jaunpur,UTTAR PRADESH,6
Keredari,Hazaribagh,JHARKHAND,4
Kesamudram,Warangal,TELANGANA,6
Kesaria,Purba Champaran,BIHAR,7
Keshiary,Medinipur West,WEST BENGAL,3
Keshod,Junagadh,GUJARAT,40
Keshoraipatan,Bundi,RAJASTHAN,24
Kesinga,Kalahandi,ODISHA,6
Kethe Palle,Nalgonda,TELANGANA,23
Ketugram - I,Purba Bardhaman,WEST BENGAL,5
Khacharod,Ujjain,MADHYA PRADESH,7
Khadganva,Koriya,CHATTISGARH,5
Khadur Sahib,Tarn Taran,PUNJAB,10
Khaga,Fatehpur,UTTAR PRADESH,14
Khagaria,Khagaria,BIHAR,23
Khair,Aligarh,UTTAR PRADESH,41
Khaira,Jamui,BIHAR,4
Khairagarh,Rajnandgaon,CHATTISGARH,2
Khairatabad,Hyderabad,TELANGANA,1140
Khajipet,Y.S.R.,ANDHRA PRADESH,11
Khajuripada,Kandhamal,ODISHA,1
Khajuwala,Bikaner,RAJASTHAN,2
Khalapur,Raigarh,MAHARASHTRA,213
Khalilabad,Sant Kabir Nagar,UTTAR PRADESH,46
Khamanon,Fatehgarh Sahib,PUNJAB,4
Khambha,Amreli,GUJARAT,12
Khambhalia,Devbhumi Dwarka,GUJARAT,8
Khamgaon,Buldana,MAHARASHTRA,1
Khammam (Rural),Khammam,TELANGANA,42
Khammam (Urban),Khammam,TELANGANA,150
Khanakul - I,Hugli,WEST BENGAL,1
Khanapur,Belagavi,KARNATAKA,55
Khanapur,Sangli,MAHARASHTRA,19
Khanapur,Warangal,TELANGANA,1
Khandaghosh,Purba Bardhaman,WEST BENGAL,3
Khandagiri,Khordha,ODISHA,5
Khandala,Satara,MAHARASHTRA,65
Khandwa,East Nimar,MADHYA PRADESH,40
Khanna,Ludhiana,PUNJAB,32
Khanpur,Jhalawar,RAJASTHAN,1
Khanpur,Samastipur,BIHAR,1
Khansahib,Badgam,JAMMU & KASHMIR,6
Kharagpur - I,Medinipur West,WEST BENGAL,148
Kharagpur - II,Medinipur West,WEST BENGAL,37
Kharar,Sahibzada Ajit Singh Nagar,PUNJAB,141
Khargone,West Nimar,MADHYA PRADESH,6
Kharibari,Darjiling,WEST BENGAL,16
Kharik,Bhagalpur,BIHAR,2
Kharkhoda,Sonipat,HARYANA,13
Kharsawan,Saraikela-Kharsawan,JHARKHAND,1
Kharsia,Raigarh,CHATTISGARH,18
Khatarshnong Laitkroh,East Khasi Hills,MEGHALAYA,3
Khatauli,Muzaffarnagar,UTTAR PRADESH,81
Khatav,Satara,MAHARASHTRA,8
Khategaon,Dewas,MADHYA PRADESH,3
Khatima,Udham Singh Nagar,UTTARAKHAND,23
Khatra,Bankura,WEST BENGAL,6
Khawzawl,Champhai,MIZORAM,3
Khed,Pune,MAHARASHTRA,234
Khed,Ratnagiri,MAHARASHTRA,29
Kheda,Kheda,GUJARAT,1
Khedbrahma,Sabar Kantha,GUJARAT,4
Kheenvsar,Nagaur,RAJASTHAN,15
Khejuri - I,Purba Medinipur,WEST BENGAL,15
Khejuri - II,Purba Medinipur,WEST BENGAL,8
Khekada,Baghpat,UTTAR PRADESH,2
Kheragarh,Agra,UTTAR PRADESH,33
Kheralu,Mahesana,GUJARAT,3
Kherwara,Udaipur,RAJASTHAN,8
Khetri,Jhunjhunun,RAJASTHAN,9
Khirkiya,Harda,MADHYA PRADESH,2
Khizirsarai,Gaya,BIHAR,1
Khliehriat,East Jaintia Hills,MEGHALAYA,6
Khonsa,Tirap,ARUNACHAL PRADESH,1
Khordha,Khordha,ODISHA,11
Khordha Sadar,Khordha,ODISHA,5
Khowai,Khowai,TRIPURA,1
Khoyrasol,Birbhum,WEST BENGAL,11
Khuldabad,Aurangabad,MAHARASHTRA,8
Khumtai,Golaghat,ASSAM,2
Khunta,Mayurbhanj,ODISHA,2
Khunti,Khunti,JHARKHAND,27
Khuntpani,Pashchimi Singhbhum,JHARKHAND,1
Khuntuni,Cuttack,ODISHA,1
Khurai,Sagar,MADHYA PRADESH,3
Khurja,Bulandshahr,UTTAR PRADESH,83
Khusrupur,Patna,BIHAR,11
Kichha,Udham Singh Nagar,UTTARAKHAND,184
Kilvelur,Nagapattinam,TAMILNADU,21
Kinjirkela,Sundargarh,ODISHA,5
Kiraoli,Agra,UTTAR PRADESH,88
Kirlampudi,East Godavari,ANDHRA PRADESH,7
Kirnapur,Balaghat,MADHYA PRADESH,1
Kishanganj,Kishanganj,BIHAR,42
Kishanganj,Madhepura,BIHAR,7
Kishangarh,Ajmer,RAJASTHAN,195
Kishangarh Bas,Alwar,RAJASTHAN,51
Kishannagar,Cuttack,ODISHA,7
Kishanpur,Supaul,BIHAR,1
Kishorenagar,Anugul,ODISHA,2
Kishtwar,Kishtwar,JAMMU & KASHMIR,38
Kochadhamin,Kishanganj,BIHAR,2
Kochas,Rohtas,BIHAR,8
Kochi,Ernakulam,KERALA,59
Kochinda,Sambalpur,ODISHA,1
Kodad,Nalgonda,TELANGANA,66
Kodaikanal,Dindigul,TAMILNADU,78
Kodakandla,Warangal,TELANGANA,1
Kodangal,Mahbubnagar,TELANGANA,5
Kodarma,Kodarma,JHARKHAND,37
Kodavalur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,27
Kodavasal,Thiruvarur,TAMILNADU,30
Kodimial,Jagitial,TELANGANA,10
Kodinar,Gir Somnath,GUJARAT,14
Kodumur,Kurnool,ANDHRA PRADESH,1
Kodungallur,Thrissur,KERALA,8
Kodur,Y.S.R.,ANDHRA PRADESH,31
Koduru,Krishna,ANDHRA PRADESH,1
Koheda,Karimnagar,TELANGANA,26
Kohima Sadar,Kohima,NAGALAND,50
Kohir,Medak,TELANGANA,9
Koil,Aligarh,UTTAR PRADESH,433
Koilkuntla,Kurnool,ANDHRA PRADESH,2
Koilwar,Bhojpur,BIHAR,15
Kokrajhar (Pt),Kokrajhar,ASSAM,11
Kolaghat,Purba Medinipur,WEST BENGAL,38
Kolar,Kolar,KARNATAKA,169
Kolayat,Bikaner,RAJASTHAN,10
Koliana,Mayurbhanj,ODISHA,2
Kolimigundla,Kurnool,ANDHRA PRADESH,4
Kolkata,South Twenty Four Parganas,WEST BENGAL,2120
Kollam,Kollam,KERALA,22
Kollapur,Mahbubnagar,TELANGANA,3
Kollegal,Chamarajanagara,KARNATAKA,70
Kollipara,Guntur,ANDHRA PRADESH,1
Kollur,Guntur,ANDHRA PRADESH,6
Komarolu,Prakasam,ANDHRA PRADESH,2
Konaraopeta,Rajanna Sircilla,TELANGANA,1
Konark,Puri,ODISHA,2
Konch,Jalaun,UTTAR PRADESH,6
Kondagaon,Kondagaon,CHATTISGARH,1
Kondapak,Medak,TELANGANA,26
Kondapi,Prakasam,ANDHRA PRADESH,3
Kondapur,Medak,TELANGANA,8
Kondapuram,Y.S.R.,ANDHRA PRADESH,1
Konijerla,Khammam,TELANGANA,9
Kopargaon,Ahmadnagar,MAHARASHTRA,26
Koppa,Chikkamagaluru,KARNATAKA,13
Koppal,Koppal,KARNATAKA,124
Koraon,Prayagraj,UTTAR PRADESH,1
Koraput,Koraput,ODISHA,1
Koraput Town,Koraput,ODISHA,8
Koratagere,Tumakuru,KARNATAKA,27
Koratla,Jagitial,TELANGANA,9
Korba,Korba,CHATTISGARH,52
Koregaon,Satara,MAHARASHTRA,19
Korha,Katihar,BIHAR,13
Korisapadu,Prakasam,ANDHRA PRADESH,20
Korukonda,East Godavari,ANDHRA PRADESH,4
Kosagumuda,Nabarangapur,ODISHA,2
Kosgi,Narayanpet,TELANGANA,1
Kosigi,Kurnool,ANDHRA PRADESH,2
Kosli,Rewari,HARYANA,26
Kosya Kutauli,Nainital,UTTARAKHAND,11
Kota,Bilaspur,CHATTISGARH,4
Kota,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Kotabommali,Srikakulam,ANDHRA PRADESH,9
Kotagiri,The Nilgiris,TAMILNADU,45
Kotda Sangani,Rajkot,GUJARAT,1
Kotdwara,Garhwal,UTTARAKHAND,88
Kotgiri,Nizamabad,TELANGANA,5
Kotha Patnam,Prakasam,ANDHRA PRADESH,3
Kothacheruvu,Anantapur,ANDHRA PRADESH,8
Kothagudem,Bhadradri Kothagudem,TELANGANA,50
Kothakota,Mahbubnagar,TELANGANA,26
Kothamangalam,Ernakulam,KERALA,3
Kothapalle,East Godavari,ANDHRA PRADESH,7
Kothapeta,East Godavari,ANDHRA PRADESH,13
Kothavalasa,Vizianagaram,ANDHRA PRADESH,20
Kothur,Ranga Reddy,TELANGANA,26
Kotkasim,Alwar,RAJASTHAN,15
Kotkhai,Shimla,HIMACHAL PRADESH,2
Kotma,Anuppur,MADHYA PRADESH,2
Kotpad,Koraput,ODISHA,3
Kotputli,Jaipur,RAJASTHAN,185
Kotra,Udaipur,RAJASTHAN,2
Kottayam,Kottayam,KERALA,9
Kotulpur,Bankura,WEST BENGAL,5
Kotwali,CENTRAL,DELHI,114
Kovilpatti,Thoothukkudi,TAMILNADU,194
Kovur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,34
Kovvur,West Godavari,ANDHRA PRADESH,18
Kowdipalle,Medak,TELANGANA,3
Kowthalam,Kurnool,ANDHRA PRADESH,4
Koya,Kamrup,ASSAM,14
Koyyalagudem,West Godavari,ANDHRA PRADESH,2
Kozhikode,Kozhikode,KERALA,229
Krishangarh,Solan,HIMACHAL PRADESH,16
Krishnagar - I,Nadia,WEST BENGAL,16
Krishnagar - II,Nadia,WEST BENGAL,13
Krishnagiri,Krishnagiri,TAMILNADU,249
Krishnarajanagara,Mysuru,KARNATAKA,60
Krishnarajpet,Mandya,KARNATAKA,37
Krishnarayapuram,Karur,TAMILNADU,21
Krityanand Nagar,Purnia,BIHAR,10
Krosuru,Guntur,ANDHRA PRADESH,1
Krushna Prasad,Puri,ODISHA,21
Kruthivennu,Krishna,ANDHRA PRADESH,5
Kuchaikote,Gopalganj,BIHAR,8
Kudair,Anantapur,ANDHRA PRADESH,4
Kudal,Sindhudurg,MAHARASHTRA,7
Kudligi,Ballari,KARNATAKA,47
Kudra,Kaimur (Bhabua),BIHAR,29
Kuhi,Nagpur,MAHARASHTRA,1
Kujang,Jagatsinghapur,ODISHA,6
Kukshi,Dhar,MADHYA PRADESH,7
Kukunoor,West Godavari,ANDHRA PRADESH,2
Kulathur,Pudukkottai,TAMILNADU,30
Kulcharam,Medak,TELANGANA,2
Kulgam,Kulgam,JAMMU & KASHMIR,4
Kulithalai,Karur,TAMILNADU,14
Kulkacharla,Rangareddy,TELANGANA,3
Kullu,Kullu,HIMACHAL PRADESH,132
Kumarganj,Dakshin Dinajpur,WEST BENGAL,3
Kumarghat,Unokoti,TRIPURA,1
Kumargram,Alipurduar,WEST BENGAL,9
Kumarkhand,Madhepura,BIHAR,1
Kumbakonam,Thanjavur,TAMILNADU,148
Kumbhalgarh,Rajsamand,RAJASTHAN,23
Kumharsain,Shimla,HIMACHAL PRADESH,6
Kumher,Bharatpur,RAJASTHAN,7
Kumta,Uttara Kannada,KARNATAKA,60
Kunavaram,East Godavari,ANDHRA PRADESH,6
Kunda,Pratapgarh,UTTAR PRADESH,44
Kundah,The Nilgiris,TAMILNADU,28
Kundapura,Udupi,KARNATAKA,156
Kundgol,Dharwad,KARNATAKA,10
Kunigal,Tumakuru,KARNATAKA,108
Kunnam,Perambalur,TAMILNADU,39
Kunnathunad,Ernakulam,KERALA,19
Kuppam,Chittoor,ANDHRA PRADESH,60
Kupwara,Kupwara,JAMMU & KASHMIR,18
Kurabalakota,Chittoor,ANDHRA PRADESH,26
Kuravi,Warangal,TELANGANA,2
Kurhani,Muzaffarpur,BIHAR,27
Kurichedu,Prakasam,ANDHRA PRADESH,1
Kurinjipadi,Cuddalore,TAMILNADU,53
Kurnool,Kurnool,ANDHRA PRADESH,192
Kursela,Katihar,BIHAR,5
Kurseong,Darjiling,WEST BENGAL,78
Kuru,Lohardaga,JHARKHAND,4
Kurud,Dhamtari,CHATTISGARH,2
Kurwai,Vidisha,MADHYA PRADESH,3
Kushalgarh,Banswara,RAJASTHAN,1
Kushtagi,Koppal,KARNATAKA,39
Kusumanchi,Khammam,TELANGANA,26
Kuthalam,Nagapattinam,TAMILNADU,53
Kutiyana,Porbandar,GUJARAT,2
Kutra,Sundargarh,ODISHA,9
Kuttanad,Alappuzha,KERALA,6
Lachhmangarh,Alwar,RAJASTHAN,8
Lachhmangarh,Sikar,RAJASTHAN,69
Ladnu,Nagaur,RAJASTHAN,16
Ladpura,Kota,RAJASTHAN,347
Lahar,Bhind,MADHYA PRADESH,1
Laharighat,Morigaon,ASSAM,3
Lahladpur,Saran,BIHAR,2
Lahunipara,Sundargarh,ODISHA,2
Lakhimpur,Kheri,UTTAR PRADESH,11
Lakhipur,Karimganj,ASSAM,20
Lakhisarai,Lakhisarai,BIHAR,24
Lakhtar,Surendranagar,GUJARAT,2
Lakkavarapukota,Vizianagaram,ANDHRA PRADESH,4
Lakkireddipalle,Y.S.R.,ANDHRA PRADESH,3
Laksar,Hardwar,UTTARAKHAND,17
Lakshmipur,Koraput,ODISHA,2
Lalganj,Azamgarh,UTTAR PRADESH,1
Lalganj,Rae Bareli,UTTAR PRADESH,1
Lalganj,Vaishali,BIHAR,8
Lalgola,Murshidabad,WEST BENGAL,4
Lalgudi,Tiruchirappalli,TAMILNADU,56
Lalitpur,Lalitpur,UTTAR PRADESH,38
Lalkuan,Nainital,UTTARAKHAND,61
Lalpur,Jamnagar,GUJARAT,8
Lalsot,Dausa,RAJASTHAN,23
Lambhua,Sultanpur,UTTAR PRADESH,18
Lamphelpat,Imphal West,MANIPUR,91
Lamshang,Imphal East,MANIPUR,87
Lamshang,Imphal West,MANIPUR,11
Lanja,Ratnagiri,MAHARASHTRA,2
Lanka,Nagaon,ASSAM,8
Lansdowne,Garhwal,UTTARAKHAND,22
Lar,Ganderbal,JAMMU & KASHMIR,15
Latehar,Latehar,JHARKHAND,5
Lathi,Amreli,GUJARAT,15
Latur,Latur,MAHARASHTRA,75
Laukaha,Madhubani,BIHAR,1
Laukahi,Madhubani,BIHAR,7
Lauriya,Pashchim Champaran,BIHAR,5
Laveru,Srikakulam,ANDHRA PRADESH,4
Laxmanchanda,Adilabad,TELANGANA,1
Leh,Leh,LADAKH,14
Lehra,Sangrur,PUNJAB,2
Lekang (Mahadevpur),Lohit,ARUNACHAL PRADESH,3
Lepakshi,Anantapur,ANDHRA PRADESH,8
Lephripara,Sundargarh,ODISHA,1
Lilia,Amreli,GUJARAT,1
Lilong,Thoubal,MANIPUR,3
Limbdi,Surendranagar,GUJARAT,20
Limkheda,Dohad,GUJARAT,3
Lingalaghanpur,Jangoan,TELANGANA,6
Lingsugur,Raichur,KARNATAKA,18
Lodhika,Rajkot,GUJARAT,3
Lohaghat,Champawat,UTTARAKHAND,2
Lohara,Osmanabad,MAHARASHTRA,2
Lohardaga,Lohardaga,JHARKHAND,7
Loisinga,Balangir,ODISHA,1
Lonar,Buldana,MAHARASHTRA,3
Lucknow,Lucknow,UTTAR PRADESH,1354
Ludhiana (East),Ludhiana,PUNJAB,50
Ludhiana (West),Ludhiana,PUNJAB,536
Lunawada,Mahisagar,GUJARAT,1
Lunglei,Lunglei,MIZORAM,11
Luni,Jodhpur,RAJASTHAN,50
Lunkaransar,Bikaner,RAJASTHAN,6
Luxettipet,Adilabad,TELANGANA,31
Macherla,Guntur,ANDHRA PRADESH,1
Machhlishahr,Jaunpur,UTTAR PRADESH,7
Machilipatnam,Krishna,ANDHRA PRADESH,41
Madakasira,Anantapur,ANDHRA PRADESH,5
Madanapalle,Chittoor,ANDHRA PRADESH,86
Madanpur,Aurangabad,BIHAR,7
Madarihat,Alipurduar,WEST BENGAL,18
Madathukulam,Tiruppur,TAMILNADU,16
Maddikera (East),Kurnool,ANDHRA PRADESH,7
Maddipadu,Prakasam,ANDHRA PRADESH,33
Maddur,Mandya,KARNATAKA,168
Maddur,Warangal,TELANGANA,2
Madha,Solapur,MAHARASHTRA,17
Madhepura,Madhepura,BIHAR,8
Madhira,Khammam,TELANGANA,11
Madhuban,Mau,UTTAR PRADESH,11
Madhuban,Purba Champaran,BIHAR,1
Madhubani,Madhubani,BIHAR,24
Madhugiri,Tumakuru,KARNATAKA,27
Madhupur,Deoghar,JHARKHAND,9
Madikeri,Kodagu,KARNATAKA,137
Madnoor,Nizamabad,TELANGANA,3
Madugula,Visakhapatnam,ANDHRA PRADESH,2
Madurai North,Madurai,TAMILNADU,192
Madurai South,Madurai,TAMILNADU,626
Maduranthakam,Kancheepuram,TAMILNADU,189
Magadi,Ramanagara,KARNATAKA,142
Maganoor,Narayanpet,TELANGANA,13
Magrahat - I,South Twenty Four Parganas,WEST BENGAL,1
Magrahat - II,South Twenty Four Parganas,WEST BENGAL,1
Mahabaleshwar,Satara,MAHARASHTRA,13
Mahabubabad,Warangal,TELANGANA,17
Mahad,Raigarh,MAHARASHTRA,25
Mahadevpur,Karimnagar,TELANGANA,3
Mahagama,Godda,JHARKHAND,16
Maham,Rohtak,HARYANA,36
Mahanandi,Kurnool,ANDHRA PRADESH,2
Mahanga,Cuttack,ODISHA,4
Maharajganj,Mahrajganj,UTTAR PRADESH,22
Maharajganj,Rae Bareli,UTTAR PRADESH,3
Maharajganj,Siwan,BIHAR,1
Mahasamund,Mahasamund,CHATTISGARH,1
Mahavan,Mathura,UTTAR PRADESH,92
Mahbubnagar,Mahbubnagar,TELANGANA,99
Mahendragarh,Mahendragarh,HARYANA,15
Mahesana,Mahesana,GUJARAT,15
Maheshwar,West Nimar,MADHYA PRADESH,2
Maheswaram,Ranga Reddy,TELANGANA,61
Mahisadal,Purba Medinipur,WEST BENGAL,41
Mahmora,Sivasagar,ASSAM,7
Mahmudabad,Sitapur,UTTAR PRADESH,2
Mahoba,Mahoba,UTTAR PRADESH,27
Mahroni,Lalitpur,UTTAR PRADESH,1
Mahua,Vaishali,BIHAR,7
Mahuadanr,Latehar,JHARKHAND,2
Mahulpalli,Sambalpur,ODISHA,1
Mahur,Dima Hasao,ASSAM,7
Mahuva,Bhavnagar,GUJARAT,21
Mahuva,Surat,GUJARAT,2
Mahwa,Dausa,RAJASTHAN,44
Maibong,Cachar,ASSAM,2
Maihar,Satna,MADHYA PRADESH,27
Mainpuri,Mainpuri,UTTAR PRADESH,37
Mairang,West Khasi Hills,MEGHALAYA,3
Mairwa,Siwan,BIHAR,3
Majhaulia,Pashchim Champaran,BIHAR,7
Majhgawan,Satna,MADHYA PRADESH,2
Majorganj,Sitamarhi,BIHAR,1
Makavarapalem,Visakhapatnam,ANDHRA PRADESH,2
Maker,Saran,BIHAR,1
Makhdumpur,Jehanabad,BIHAR,11
Makloor,Nizamabad,TELANGANA,1
Makrana,Nagaur,RAJASTHAN,45
Makthal,Narayanpet,TELANGANA,9
Mal,Jalpaiguri,WEST BENGAL,46
Malarna Doongar,Sawai Madhopur,RAJASTHAN,17
Malavalli,Mandya,KARNATAKA,134
Maldah (Old),Maldah,WEST BENGAL,16
Malegaon,Nashik,MAHARASHTRA,16
Malegaon,Washim,MAHARASHTRA,3
Malerkotla,Sangrur,PUNJAB,14
Malhargarh,Mandsaur,MADHYA PRADESH,4
Malharrao,Karimnagar,TELANGANA,1
Malia,Junagadh,GUJARAT,6
Malihabad,Lucknow,UTTAR PRADESH,10
Malikipuram,East Godavari,ANDHRA PRADESH,5
Maliya,Morbi,GUJARAT,6
Malkajgiri,Rangareddy,TELANGANA,881
Mallapur,Jagitial,TELANGANA,1
Mallial,Jagitial,TELANGANA,12
Malout,Sri Muktsar Sahib,PUNJAB,16
Malpura,Tonk,RAJASTHAN,8
Malshiras,Solapur,MAHARASHTRA,6
Malur,Kolar,KARNATAKA,70
Malwan,Sindhudurg,MAHARASHTRA,23
Mamda,Adilabad,TELANGANA,3
Mamidikuduru,East Godavari,ANDHRA PRADESH,5
Man,Satara,MAHARASHTRA,9
Manachanallur,Tiruchirappalli,TAMILNADU,110
Manakondur,Karimnagar,TELANGANA,14
Manali,Kullu,HIMACHAL PRADESH,73
Manamadurai,Sivaganga,TAMILNADU,39
Manamelkudi,Pudukkottai,TAMILNADU,17
Manamunda,Baudh,ODISHA,1
Mananthavady,Wayanad,KERALA,4
Manapparai,Tiruchirappalli,TAMILNADU,98
Manavadar,Junagadh,GUJARAT,1
Manbazar - I,Puruliya,WEST BENGAL,2
Manchal,Ranga Reddy,TELANGANA,3
Mancherial,Adilabad,TELANGANA,106
Mancheswar,Khordha,ODISHA,9
Mandai,West Tripura,TRIPURA,2
Mandal,Ahmadabad,GUJARAT,1
Mandal,Bhilwara,RAJASTHAN,13
Mandalgarh,Bhilwara,RAJASTHAN,11
Mandamarri,Adilabad,TELANGANA,31
Mandangad,Ratnagiri,MAHARASHTRA,3
Mandapeta,East Godavari,ANDHRA PRADESH,30
Mandar,Ranchi,JHARKHAND,8
Mandasa,Srikakulam,ANDHRA PRADESH,3
Mandavalli,Krishna,ANDHRA PRADESH,16
Mandawar,Alwar,RAJASTHAN,27
Mandi,Mandi,HIMACHAL PRADESH,103
Mandirbazar,South Twenty Four Parganas,WEST BENGAL,6
Mandsaur,Mandsaur,MADHYA PRADESH,28
Mandu,Ramgarh,JHARKHAND,35
Mandvi,Kachchh,GUJARAT,10
Mandya,Mandya,KARNATAKA,287
Manendragarh,Koriya,CHATTISGARH,2
Maner,Patna,BIHAR,1
Manesar,Gurgaon,HARYANA,391
Mangalagiri,Guntur,ANDHRA PRADESH,99
Mangaldoi (Pt),Darrang,ASSAM,15
Mangalore,Dakshina Kannada,KARNATAKA,1209
Mangalvedhe,Solapur,MAHARASHTRA,25
Mangan,North  District,SIKKIM,9
Mangaon,Raigarh,MAHARASHTRA,37
Mangawan,Rewa,MADHYA PRADESH,2
Mangolkote,Purba Bardhaman,WEST BENGAL,13
Mangrol,Baran,RAJASTHAN,2
Mangrol,Junagadh,GUJARAT,5
Mangrol,Surat,GUJARAT,44
Mangrulpir,Washim,MAHARASHTRA,3
Manigachhi,Darbhanga,BIHAR,4
Manihari,Katihar,BIHAR,4
Manika,Latehar,JHARKHAND,4
Manjha,Gopalganj,BIHAR,8
Manjhi,Saran,BIHAR,4
Manjlegaon,Bid,MAHARASHTRA,2
Mannargudi,Thiruvarur,TAMILNADU,81
Manohar Thana,Jhalawar,RAJASTHAN,4
Manopad,Jogulamba Gadwal,TELANGANA,35
Manpur,Gaya,BIHAR,36
Mansa,Mansa,PUNJAB,11
Mansi,Khagaria,BIHAR,3
Mansurchak,Begusarai,BIHAR,3
Manteswar,Purba Bardhaman,WEST BENGAL,6
Mantha,Jalna,MAHARASHTRA,4
Manthani,Peddapalli,TELANGANA,6
Mantralayam,Kurnool,ANDHRA PRADESH,11
Manu,Dhalai,TRIPURA,6
Manubolu,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,23
Manuguru,Bhadradri Kothagudem,TELANGANA,3
Manvi,Raichur,KARNATAKA,54
Mao-Maram,Senapati,MANIPUR,6
Marauna,Supaul,BIHAR,1
Maredpalle,Hyderabad,TELANGANA,540
Margherita,Tinsukia,ASSAM,20
Mariahu,Jaunpur,UTTAR PRADESH,2
Mariani,Golaghat,ASSAM,24
Marigaon,Morigaon,ASSAM,29
Maripeda,Warangal,TELANGANA,4
Markapur,Prakasam,ANDHRA PRADESH,17
Marpalle,Rangareddy,TELANGANA,2
Martur,Prakasam,ANDHRA PRADESH,21
Marwan,Muzaffarpur,BIHAR,7
Marwar Junction,Pali,RAJASTHAN,16
Masaurhi,Patna,BIHAR,6
Masturi,Bilaspur,CHATTISGARH,2
Masuda,Ajmer,RAJASTHAN,62
Mat,Mathura,UTTAR PRADESH,139
Matar,Kheda,GUJARAT,5
Matarbari,Gomati,TRIPURA,10
Matenhail,Jhajjar,HARYANA,16
Mathabhanga - I,Koch Bihar,WEST BENGAL,9
Mathabhanga - II,Koch Bihar,WEST BENGAL,15
Mathavaram,Thiruvallur,TAMILNADU,562
Mathura,Mathura,UTTAR PRADESH,499
Mathurapur - I,South Twenty Four Parganas,WEST BENGAL,10
Matiali,Jalpaiguri,WEST BENGAL,6
Matigara,Darjiling,WEST BENGAL,178
Mattam Palle,Nalgonda,TELANGANA,3
Mau,Chitrakoot,UTTAR PRADESH,3
Mauda,Nagpur,MAHARASHTRA,2
Maunath Bhanjan,Mau,UTTAR PRADESH,27
Mauranipur,Jhansi,UTTAR PRADESH,10
Mauzamabad,Jaipur,RAJASTHAN,131
Mavelikkara,Alappuzha,KERALA,1
Mavli,Udaipur,RAJASTHAN,60
Mawal,Pune,MAHARASHTRA,323
Mawana,Meerut,UTTAR PRADESH,91
Mawphlang,East Khasi Hills,MEGHALAYA,1
Mawryngkneng,East Khasi Hills,MEGHALAYA,3
Mawsynram,East Khasi Hills,MEGHALAYA,2
Mayiladuthurai,Nagapattinam,TAMILNADU,79
Maynaguri,Jalpaiguri,WEST BENGAL,28
